tx_status,tx_codptcoleta,tx_localizacao,dt_atualizacao,globalid,objectid,nomePraia,tipo
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/06/16 03:00:00+00,{AD4289BE-6BA7-477C-A341-A7A76337E528},5242,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/06/23 03:00:00+00,{8E3D4B81-A2FB-4D1E-914E-CD5B3A098A0F},5243,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/06/26 03:00:00+00,{1A50C9B1-910A-4649-89D0-F8B9ACA47A7B},5244,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/06/30 03:00:00+00,{357D0DC3-ED92-4E11-8BFF-2442158BF4A6},5245,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/07/02 03:00:00+00,{6F0AEBF3-A430-42D9-A31D-125053B268E3},5246,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/07/07 03:00:00+00,{6CE8423D-359E-421D-BB94-F7FAC7301BB9},5247,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/07/10 03:00:00+00,{6F1B2BF2-D1FF-41FB-ADC1-4F1D4945E73E},5248,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/07/14 03:00:00+00,{386F409F-19EB-421B-BEC0-432FB0C0D26E},5249,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/07/17 03:00:00+00,{8526F1D9-A77D-44A3-961D-8ED4C715AC60},5250,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/07/21 03:00:00+00,{DA5C630D-E0C9-4376-8748-BC3BA099F88A},5251,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/07/24 03:00:00+00,{6B586D84-AA66-45EB-A20E-2CABA7CBC09A},5252,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/07/28 03:00:00+00,{4311B231-FAE5-4FA1-8C8F-39EEFC931C73},5253,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/07/31 03:00:00+00,{0A7EDCE5-6E75-4F31-966A-6D6EDED88F60},5254,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/08/04 03:00:00+00,{FC9E7B1A-4D0A-4AE1-9615-AF213BED879A},5255,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/08/07 03:00:00+00,{08331867-B4BB-48A2-BAA1-B7BAA3959895},5256,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/08/11 03:00:00+00,{06A76C45-C43F-4CDA-975D-52A749BC41D0},5257,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/08/14 03:00:00+00,{969CDCC7-0FA5-42EB-AF13-2ECBB41A5907},5258,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/08/18 03:00:00+00,{2216A563-A6CA-4366-A5D3-481859537507},5259,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/08/21 03:00:00+00,{E53A4EEC-861A-4759-A596-2A5B475ED98F},5260,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/08/25 03:00:00+00,{2524565F-3294-4232-BC16-88F08D36CDF0},5261,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/08/28 03:00:00+00,{DF443B2E-CA3F-4815-96AF-0F27181C6A5E},5262,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/09/01 03:00:00+00,{AA334210-F766-41AE-A036-488E12063419},5263,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/09/04 03:00:00+00,{851A9A9D-605B-43DD-9EF9-FE8123E613F1},5264,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/09/08 03:00:00+00,{C8F1D62F-8692-44B9-8C6F-8D8810F286D2},5265,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/09/11 03:00:00+00,{9048C7C6-5C58-4AD0-AE42-E68A8214242E},5266,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/09/15 03:00:00+00,{375A3404-CD74-41A2-B8BE-5DD4152CB2A1},5267,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/09/18 03:00:00+00,{C297FD62-1C6F-47B9-88CE-6C72E8D88125},5268,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/09/22 03:00:00+00,{66F8B043-CF5E-4AE5-BA01-08564ED3C282},5269,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/09/29 03:00:00+00,{67AE8888-8967-4E6C-955C-3960502E1007},5270,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/10/02 03:00:00+00,{130D62B3-1457-4841-B4ED-0C3737EF559B},5271,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/10/06 03:00:00+00,{92CB3BDE-5F02-4FA0-934C-1A703FF0D6B8},5272,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/10/09 03:00:00+00,{C8EF1DFD-604A-4A85-9593-20A223DF03DE},5273,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/10/14 03:00:00+00,{8C03A134-F202-4FE5-977F-8A4139CE4A95},5274,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/10/16 03:00:00+00,{DD57723D-350A-44B7-81B6-D05933CF2F0B},5275,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/10/20 03:00:00+00,{F99A6821-0755-4710-9F65-10A8D76144DA},5276,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/10/23 03:00:00+00,{60E12CC7-92BE-43F8-B3B0-41952EB4CA9B},5277,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/10/29 03:00:00+00,{32F08919-1EDD-42B8-80BC-F7F8021F2B35},5278,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/11/03 03:00:00+00,{7A77C5B3-7B30-41B7-8D31-86D4B73A7B1E},5279,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/11/06 03:00:00+00,{4D72B47C-D75F-4B3F-A284-F15ECB7AC303},5280,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/10/11 03:00:00+00,{CBF96088-C66E-4FAA-AB7B-1EF07B44BA78},5281,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/11/13 03:00:00+00,{6C24711A-CA0A-45DE-979B-08DA7AD030B7},5282,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/11/18 03:00:00+00,{35C7B6BA-AD62-4713-968C-0A16A961578C},5283,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/11/24 03:00:00+00,{AA407EB1-6E2A-4E41-8694-72562E90A0E7},5284,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/11/27 03:00:00+00,{A18D8C54-A2BB-47C9-85BA-F9106BC7EBCD},5285,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/12/01 03:00:00+00,{505DF2EE-7E73-4520-A439-C64AB0242781},5286,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/12/04 03:00:00+00,{35E91759-EDBD-4C92-BA40-2373AC51BA39},5287,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/12/08 03:00:00+00,{B1AF9756-6D72-4571-903F-0984E62143AB},5288,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/12/11 03:00:00+00,{7F65EE66-8E70-423D-AD34-281FD7F38240},5289,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/12/15 03:00:00+00,{4ACFFFAF-559D-4996-B3AC-14856A2E93CE},5290,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/12/17 03:00:00+00,{1F33EC0B-DCB2-440C-907E-A690EB46B111},5291,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/12/22 03:00:00+00,{849FDB70-EE83-4D1A-846F-E4F6C539364A},5292,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2014/12/29 03:00:00+00,{544B9353-78A7-48E2-A935-D89B7D738FCC},5293,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/01/05 03:00:00+00,{BDB60E90-11A2-4976-96A5-3CB5D85F584A},5294,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/01/08 03:00:00+00,{0C526D17-F510-44BF-BAE9-DDF31F44D32B},5295,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/01/12 03:00:00+00,{FCE1F565-3057-465D-8414-2402DC1F7150},5296,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/01/15 03:00:00+00,{E5D0EB79-D0F8-42FF-896E-1710A39824FE},5297,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/01/22 03:00:00+00,{DD3682EA-6774-4A17-AA53-CC38944AA7DB},5298,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/01/26 03:00:00+00,{A73E3F25-2C54-48E9-B483-29E7D3EC032B},5299,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/01/29 03:00:00+00,{2E317214-83F4-4C5C-B825-4AAF1934E6C5},5300,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/02/02 03:00:00+00,{A65AAEBC-C9EC-4B01-9DFD-130DFD58AC78},5301,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/02/05 03:00:00+00,{C76F6181-9355-443F-9984-AA2BD1A722B8},5302,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/02/09 03:00:00+00,{A75BF00E-D03D-46A1-ACDB-E796F2935DDE},5303,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/02/11 03:00:00+00,{196E0941-7E0B-419F-AFDF-F167131A435F},5304,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/02/19 03:00:00+00,{B669F573-D5A7-416C-A4C6-A36ADC7C89AC},5305,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/02/23 03:00:00+00,{E2E03C01-219B-40A5-9F08-663BD79F47B2},5306,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/02/26 03:00:00+00,{6DEABDF4-AA90-40EC-928B-9B6189977B20},5307,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/03/02 03:00:00+00,{AD182C37-6AD5-45C1-BF4D-C5DC2E2003F1},5308,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/03/05 03:00:00+00,{35279B9F-6AD6-491D-8701-0EBE8C1BE8E3},5309,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/03/09 03:00:00+00,{75F95BC9-02AC-49BD-8B52-D0AFB94E1DC9},5310,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/03/12 03:00:00+00,{F7B28496-5930-4B1A-B1DF-4E83CFF4E7F5},5311,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/03/16 03:00:00+00,{0308D6AA-F035-4352-B206-B33CEAE1AF1E},5312,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/03/19 03:00:00+00,{C931D25E-FAE1-4DB9-840C-0B1D014FDF79},5313,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/03/23 03:00:00+00,{84FA2DEE-D43D-41C2-835C-D0B34C8B17FC},5314,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/03/31 03:00:00+00,{0AE709E0-F563-4157-B9CE-38E96D20D9EF},5315,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/04/06 03:00:00+00,{D16A98DF-0F0F-4005-9E2E-61947F327142},5316,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/04/09 03:00:00+00,{709E0EA3-3B56-4D70-A382-0C15B92CC55D},5317,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/04/13 03:00:00+00,{EC0BF480-7ECB-4DF7-87CA-7AE55CED4359},5318,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/04/16 03:00:00+00,{99566EC4-EE69-478C-9A2B-A35105192BCE},5319,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/04/22 03:00:00+00,{33F8E210-40ED-4515-8DBE-E488AF3FD4AD},5320,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/04/27 03:00:00+00,{814C1325-9B97-46E8-B289-BDE7EDF3C6D3},5321,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/04/29 03:00:00+00,{C195B408-EF65-4E39-B849-60252913AF48},5322,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/05/04 03:00:00+00,{78D0F64F-2746-4B72-9414-14A2FAC2955A},5323,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/05/07 03:00:00+00,{9775930A-F0DD-47ED-A203-B434E2F9D40C},5324,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/05/11 03:00:00+00,{046B5D97-0CCB-4B82-A966-D10CED8FC675},5325,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/05/14 03:00:00+00,{E1E15E52-3B9D-48BE-9433-2C9919291724},5326,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/05/18 03:00:00+00,{41D6FFF6-59CE-43EA-8DA6-A88E7879298C},5327,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/05/21 03:00:00+00,{0666CA19-2D8A-4B16-BC5C-E25E7BB92518},5328,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/05/25 03:00:00+00,{3045BB1B-F70B-4CC7-A94E-FFE3D0437271},5329,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/05/28 03:00:00+00,{D8F13E73-E0CE-4A25-BF72-7402B0ACC406},5330,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/06/01 03:00:00+00,{7F7E3D34-B2F8-4499-9DF3-C368B6E606E8},5331,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/06/08 03:00:00+00,{930BEB2A-8D9E-4C54-9545-8CE17028B78C},5332,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/06/11 03:00:00+00,{424829F5-87CE-452B-AF79-4FBC53A59B0B},5333,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/06/15 03:00:00+00,{F594A709-609B-41B8-84A0-CC41CC79C6D6},5334,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/06/18 03:00:00+00,{21A13B57-B66B-4FBB-AA31-F147851C5821},5335,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/06/22 03:00:00+00,{239DF52C-6A60-4619-A993-945D205F8A54},5336,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/06/25 03:00:00+00,{8053EE84-1F9C-4EFA-BD74-970B09D6D45A},5337,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/06/29 03:00:00+00,{ACC9E3BE-05A7-40F8-9B6F-222A17084E9C},5338,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/07/02 03:00:00+00,{19471895-5948-4241-B828-085C12E48DF4},5339,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/07/06 03:00:00+00,{5BC60BB9-4792-4928-9BF7-941A6B58AEF7},5340,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/07/09 03:00:00+00,{883EFF6F-1CF7-439D-9AB4-48E5BBF2454D},5341,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/07/13 03:00:00+00,{27546114-F699-4E65-A642-498ABCF65C10},5342,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/07/16 03:00:00+00,{524C8067-613F-4D23-BAEC-9191EC5DCE52},5343,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/07/20 03:00:00+00,{E55A3EF6-8390-4C7F-91C3-153E0D8C9150},5344,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/07/23 03:00:00+00,{DBA6951F-D58C-4C06-BD69-6FC115CDC6E8},5345,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/07/27 03:00:00+00,{2D971D5F-8858-4B85-BC17-D97968D2AD67},5346,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/07/30 03:00:00+00,{D74DF014-08D5-40FD-A8CD-6F6754CCBBB4},5347,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/08/03 03:00:00+00,{E954A0BD-4CAB-4F7E-9FE9-FF342CDB8677},5348,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/08/06 03:00:00+00,{A9F50B6F-DEA3-4470-838B-FA7087E43EC8},5349,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/08/10 03:00:00+00,{33B34F11-CA8A-4B2C-A6A4-40E2771BDE6B},5350,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/08/13 03:00:00+00,{3ED42F88-D6FF-4AE8-9186-C00FB8B662C5},5351,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/08/17 03:00:00+00,{C60E90F8-C5CC-4651-A73F-575A3AB48FF7},5352,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/08/20 03:00:00+00,{D7AE01A6-7FC8-4755-A136-435B749831DB},5353,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/08/24 03:00:00+00,{C0DC5F3C-5552-4106-A6C1-11507286D9C3},5354,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/08/27 03:00:00+00,{52C00A70-C5E1-448D-AEB1-04C885337A3D},5355,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/08/31 03:00:00+00,{0DBB454F-7F50-4394-BAFF-2DEB057A673B},5356,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/09/03 03:00:00+00,{54F6B4A5-79C0-46A4-9A30-C9FD929FA36B},5357,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/09/08 03:00:00+00,{03F50853-5A4B-415D-B9FF-A5FAC28D7C8A},5358,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/09/10 03:00:00+00,{02F15382-9EE6-4781-B77A-827C2686D902},5359,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/09/14 03:00:00+00,{BE269C06-2424-4143-8291-D2320F2ACB3E},5360,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/09/16 03:00:00+00,{99619C61-04B1-4A40-B0C7-45A595C03056},5361,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/09/21 03:00:00+00,{AB6BCC35-F4CD-4624-9A96-E815AC2D8318},5362,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/09/23 03:00:00+00,{882E221A-980E-41DE-B592-EF9951F5338C},5363,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/09/28 03:00:00+00,{C6A52723-6325-46D8-9D80-54EA2B41027C},5364,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/10/01 03:00:00+00,{7CF64C91-0D93-4FAF-96DB-E16A17C35F91},5365,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/10/08 03:00:00+00,{0F4EA06A-B867-4D3D-857B-715482ECB318},5366,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/10/13 03:00:00+00,{DA554B0A-3776-4A19-945F-52318BDB0C80},5367,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/10/15 03:00:00+00,{B45977D4-26C2-49C0-85C9-28F74BE4A624},5368,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/10/19 03:00:00+00,{3B828BA7-B8E1-491A-A736-C76FBAAC41EB},5369,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/10/22 03:00:00+00,{77ACD6AD-7F9A-4A03-BBCF-D6C21F2741D7},5370,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/10/26 03:00:00+00,{4FC021AF-6E2E-4119-B96F-2755F203F793},5371,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/10/28 03:00:00+00,{B9A5AF11-FAD6-4BF5-B455-294B9F48B184},5372,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/11/03 03:00:00+00,{C21CB503-1F81-477E-9617-E25997314A09},5373,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/11/05 03:00:00+00,{C92E52AD-78E1-490E-8677-42C59D8F7BD5},5374,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/11/09 03:00:00+00,{8DF6704B-F942-4E94-942C-C6AF433810AB},5375,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/11/12 03:00:00+00,{E1E94980-C8C4-41F3-83C0-C813EA4FC1C0},5376,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/11/16 03:00:00+00,{3DEE5867-4BF7-4130-A40D-E211DF6D68A5},5377,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/11/18 03:00:00+00,{5AEAEB12-7CE4-4D43-BA04-4B6E4DF7B293},5378,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/11/23 03:00:00+00,{B38DBB8D-0409-46A5-AFCC-0E641D24AD3D},5379,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/11/26 03:00:00+00,{917F2B9C-B9DC-41D6-9259-86271879A6BA},5380,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/11/30 03:00:00+00,{DB490DAA-7CD4-4A85-8F03-87BAC7D85B19},5381,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/12/03 03:00:00+00,{0A8A26BF-94FF-4415-B9D2-0603EA5667A2},5382,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/12/07 03:00:00+00,{CA5BBD72-02B5-49A1-8D84-3C288F5D60ED},5383,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/12/09 03:00:00+00,{3DF0EE17-6CF4-4FCA-A963-A2AF14052949},5384,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/12/14 03:00:00+00,{E3E199B0-A45F-42D9-8B93-1FF3A9815510},5385,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/12/21 03:00:00+00,{A198175E-D0FA-4610-BA70-5CCD190BACF7},5386,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2015/12/28 03:00:00+00,{66DA1E50-D022-4334-AEFA-22A0DDC32D73},5387,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2016/01/04 03:00:00+00,{6774727D-6549-47AF-9A9B-1519E35912A5},5388,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2016/01/07 03:00:00+00,{F7644C9A-2688-49BF-AF9E-4F51727CC991},5389,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2016/01/12 03:00:00+00,{6C24991A-540E-49A1-8538-A227156AD57D},5390,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2016/01/14 03:00:00+00,{9BDA7930-18DF-4FB7-AFF9-7DFF861102B5},5391,Camboinhas,Oceânicas
Própria,CM001,À 100m do Canal da Lagoa de Itaipu,2016/01/18 03:00:00+00,{DDA5A51C-B999-4903-A7F7-C33DFAA5791B},5392,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2016/01/21 03:00:00+00,{A53C9A3D-D315-4B7C-AE15-1B1946A0903B},5393,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2016/01/25 03:00:00+00,{1696B2AA-A31A-4021-BD3C-6CC2AF7D5DDD},5394,Camboinhas,Oceânicas
Imprópria,CM001,À 100m do Canal da Lagoa de Itaipu,2016/01/28 03:00:00+00,{22669360-E783-4BC9-9462-A3E08BB5722C},5395,Camboinhas,Oceânicas
